Business,Email,Email type,Phone (international),Website,Industry,Address,Postcode,City,Currently tagged venue,Walk to tagged venue (min),Tagged venue: booking status,Tagged venue: open after-work slots,Tagged venue: earliest slot,Haggerston Park: status,Best bookable alternatives nearby
Limitée PR Agency,press@limiteepr.com,people_team,+44 7384 028781,http://www.limiteepr.com/,service,"Unit 9, 2nd Floor, Buzz 109, 290-296 Mare St, London E8 1HE, UK",E8 1HE,London,Hackney,8,Available,Fri 2 Oct 20:00 (£98); Fri 9 Oct 20:00 (£98); Fri 16 Oct 20:00 (£98); Fri 23 Oct 20:00 (£98),Fri 2 Oct 20:00 (£98) · 7-a-side · ~£6.97 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Mainyard Studios [Hackney Central],hello@mainyardstudios.co.uk,general,+44 333 344 0938,https://mainyardstudios.co.uk/hackney-office-music-studio/,coworking_space,"280 Mare St, London E8 1HE, UK",E8 1HE,London,Hackney,8,Available,Fri 2 Oct 20:00 (£98); Fri 9 Oct 20:00 (£98); Fri 16 Oct 20:00 (£98); Fri 23 Oct 20:00 (£98),Fri 2 Oct 20:00 (£98) · 7-a-side · ~£6.97 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
RBN Solicitors,office@rbnsolicitors.co.uk,general,+44 20 3971 7334,https://rbnsolicitors.co.uk/,consultant,"290-296 on the First Floor, Mare St, London E8 1HE, UK",E8 1HE,London,Hackney,8,Available,Fri 2 Oct 20:00 (£98); Fri 9 Oct 20:00 (£98); Fri 16 Oct 20:00 (£98); Fri 23 Oct 20:00 (£98),Fri 2 Oct 20:00 (£98) · 7-a-side · ~£6.97 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Hackney Picturehouse,websites@www.picturehouses.com,person_or_other,,https://www.picturehouses.com/cinema/Hackney_Picturehouse,amenity: cinema,"Mare Street 270, London",E8 1HE,London,Hackney,9,Available,Fri 2 Oct 20:00 (£98); Fri 9 Oct 20:00 (£98); Fri 16 Oct 20:00 (£98); Fri 23 Oct 20:00 (£98),Fri 2 Oct 20:00 (£98) · 7-a-side · ~£6.97 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
The Crown,info@thecrownhackney.co.uk,general,+44 20 8533 0372,https://www.thecrownhackney.co.uk/,amenity: pub,"Mare Street 418, London",E8 1HP,London,Hackney,6,Available,Fri 2 Oct 20:00 (£98); Fri 9 Oct 20:00 (£98); Fri 16 Oct 20:00 (£98); Fri 23 Oct 20:00 (£98),Fri 2 Oct 20:00 (£98) · 7-a-side · ~£6.97 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Hackney Style Council,hackneystylecouncil@gmail.com,freemail,+44 7376 269375,https://hackneystylecouncil.com/,shop: hairdresser,"Mare Street 352, London",E8 1HR,London,Hackney,6,Available,Fri 2 Oct 20:00 (£98); Fri 9 Oct 20:00 (£98); Fri 16 Oct 20:00 (£98); Fri 23 Oct 20:00 (£98),Fri 2 Oct 20:00 (£98) · 7-a-side · ~£6.97 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Paper Dress Vintage,hello@paperdressvintage.co.uk,general,+44 20 8510 0520,https://www.paperdressvintage.co.uk/,shop: clothes,"Mare Street 352a, London",E8 1HR,London,Hackney,6,Available,Fri 2 Oct 20:00 (£98); Fri 9 Oct 20:00 (£98); Fri 16 Oct 20:00 (£98); Fri 23 Oct 20:00 (£98),Fri 2 Oct 20:00 (£98) · 7-a-side · ~£6.97 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Seaweed,info@seaweed-food.co.uk,general,+44 20 3062 8704,https://seaweed-food.co.uk,amenity: fast food,"Mare Street 358, London",E8 1HR,London,Hackney,6,Available,Fri 2 Oct 20:00 (£98); Fri 9 Oct 20:00 (£98); Fri 16 Oct 20:00 (£98); Fri 23 Oct 20:00 (£98),Fri 2 Oct 20:00 (£98) · 7-a-side · ~£6.97 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
McDonald's,00109@uk.mcd.com,openstreetmap_tag,+44 20 8985 4102,https://www.mcdonalds.com/gb/en-gb/location/hackney/hackney/359363-mare-street/8260109.html,amenity: fast food,"Mare Street 359-363, London",E8 1HY,London,Hackney,6,Available,Fri 2 Oct 20:00 (£98); Fri 9 Oct 20:00 (£98); Fri 16 Oct 20:00 (£98); Fri 23 Oct 20:00 (£98),Fri 2 Oct 20:00 (£98) · 7-a-side · ~£6.97 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Palaette,info@palaette.co.uk,openstreetmap_tag,+44 7395 327754,https://www.palaette.co.uk/,amenity: restaurant,"Mare Street 415, London",E8 1HY,London,Hackney,6,Available,Fri 2 Oct 20:00 (£98); Fri 9 Oct 20:00 (£98); Fri 16 Oct 20:00 (£98); Fri 23 Oct 20:00 (£98),Fri 2 Oct 20:00 (£98) · 7-a-side · ~£6.97 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Pembury Tavern,hello@pemburytavern.co.uk,general,+44 20 8986 8597,https://pemburytavern.co.uk/,amenity: pub,"Amhurst Road 90, London",E8 1JH,London,Hackney,11,Available,Fri 2 Oct 20:00 (£98); Fri 9 Oct 20:00 (£98); Fri 16 Oct 20:00 (£98); Fri 23 Oct 20:00 (£98),Fri 2 Oct 20:00 (£98) · 7-a-side · ~£6.97 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
.Kip,hello@getsomekip.com,openstreetmap_tag,+44 20 8629 7884,https://getsomekip.com/,tourism: hotel,"Amhurst Road 2, London",E8 1JW,London,Hackney,8,Available,Fri 2 Oct 20:00 (£98); Fri 9 Oct 20:00 (£98); Fri 16 Oct 20:00 (£98); Fri 23 Oct 20:00 (£98),Fri 2 Oct 20:00 (£98) · 7-a-side · ~£6.97 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Hash E8,hashe8@hotmail.com,openstreetmap_tag,,,amenity: cafe,"Dalston Lane 170c, London",E8 1NG,London,Hackney,17,Available,Fri 2 Oct 20:00 (£98); Fri 9 Oct 20:00 (£98); Fri 16 Oct 20:00 (£98); Fri 23 Oct 20:00 (£98),Fri 2 Oct 20:00 (£98) · 7-a-side · ~£6.97 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Millers Junction,info@printclublondon.com,general,+44 20 7254 9028,https://printclublondon.com/millers-junction-creative-deskspace/,coworking_space,"10, 28 Millers Ave., London E8 2DS, UK",E8 2DS,London,Rosemary Gardens 3G - Islington,28,No availability,No availability: No evening slots listed for full or half pitch on 28-29 Sep. 30 Sep onwards not released y,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Regnum Solicitors,info@regnumsolicitors.com,general,+44 20 7923 3855,http://www.regnumsolicitors.com/,consultant,"Kinetica, 13, Unit 7, Ramsgate St, London E8 2FD, UK",E8 2FD,London,Rosemary Gardens 3G - Islington,23,No availability,No availability: No evening slots listed for full or half pitch on 28-29 Sep. 30 Sep onwards not released y,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Bhatt Murphy Solicitors,mail@bhattmurphy.co.uk,general,+44 20 7729 1115,https://bhattmurphy.co.uk/,lawyer,"10 Tyssen St, London E8 2FE, UK",E8 2FE,London,Rosemary Gardens 3G - Islington,22,No availability,No availability: No evening slots listed for full or half pitch on 28-29 Sep. 30 Sep onwards not released y,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Casa Fofò,info@casafofolondon.co.uk,general,+44 20 3021 0747,https://www.casafofolondon.co.uk/,amenity: restaurant,"Sandringham Road 158, London",E8 2HS,London,Hackney,16,Available,Fri 2 Oct 20:00 (£98); Fri 9 Oct 20:00 (£98); Fri 16 Oct 20:00 (£98); Fri 23 Oct 20:00 (£98),Fri 2 Oct 20:00 (£98) · 7-a-side · ~£6.97 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Swan MarketingLTD,charleigh@swan.marketing,person_or_other,+44 113 243 4308,http://www.swan.marketing/,corporate_office,"69 Dalston Ln, London E8 2NG, UK",E8 2NG,London,Hackney,22,Available,Fri 2 Oct 20:00 (£98); Fri 9 Oct 20:00 (£98); Fri 16 Oct 20:00 (£98); Fri 23 Oct 20:00 (£98),Fri 2 Oct 20:00 (£98) · 7-a-side · ~£6.97 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Progress Accountancy & Advice Ltd,office@progresstax.co.uk,general,+44 7927 707500,http://www.progresstax.co.uk/,finance,"1st floor, 83 Kingsland High St, London E8 2PB, UK",E8 2PB,London,Rosemary Gardens 3G - Islington,22,No availability,No availability: No evening slots listed for full or half pitch on 28-29 Sep. 30 Sep onwards not released y,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Hackney CVS,reception@hcvs.org.uk,general,+44 20 7923 1962,https://hcvs.org.uk/,charity,"24-30 Dalston Lane, London",E8 3AZ,London,Rosemary Gardens 3G - Islington,20,No availability,No availability: No evening slots listed for full or half pitch on 28-29 Sep. 30 Sep onwards not released y,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
The Prince Arthur,theprincearthure8@tinydancergroup.co.uk,openstreetmap_tag,+44 20 7249 1119,https://www.theprincearthure8.com/,amenity: pub,"Forest Road 95, London",E8 3BH,London,Hackney,19,Available,Fri 2 Oct 20:00 (£98); Fri 9 Oct 20:00 (£98); Fri 16 Oct 20:00 (£98); Fri 23 Oct 20:00 (£98),Fri 2 Oct 20:00 (£98) · 7-a-side · ~£6.97 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Café Route,contact@caferoute.co.uk,openstreetmap_tag,+44 20 7249 6202,http://www.caferoute.co.uk/,amenity: restaurant,"Dalston Square, London",E8 3BQ,London,Rosemary Gardens 3G - Islington,19,No availability,No availability: No evening slots listed for full or half pitch on 28-29 Sep. 30 Sep onwards not released y,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Newcomer Wines Dalston,orders@newcomerwines.com,commercial,+44 20 7249 2177,https://www.newcomerwines.com,shop: wine,"Dalston Lane 5, London",E8 3DF,London,Rosemary Gardens 3G - Islington,19,No availability,No availability: No evening slots listed for full or half pitch on 28-29 Sep. 30 Sep onwards not released y,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Arcola Theatre,press@arcolatheatre.com,people_team,+44 20 7503 1646,https://www.arcolatheatre.com/,amenity: theatre,"Ashwin Street 24, London",E8 3DL,London,Rosemary Gardens 3G - Islington,20,No availability,No availability: No evening slots listed for full or half pitch on 28-29 Sep. 30 Sep onwards not released y,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Fair Finance,enquiries@fairfinance.org.uk,general,+44 20 8988 0627,http://www.fairfinance.org.uk/,amenity: bank,"Ashwin Street 18, London",E8 3DL,London,Rosemary Gardens 3G - Islington,20,No availability,No availability: No evening slots listed for full or half pitch on 28-29 Sep. 30 Sep onwards not released y,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
V22 Studios,studioenquiries@v22collecttion.com,openstreetmap_tag,,http://www.v22collection.com/v22-dalston/,amenity: arts centre,"Ashwin Street 10-16, London",E8 3DL,London,Rosemary Gardens 3G - Islington,20,No availability,No availability: No evening slots listed for full or half pitch on 28-29 Sep. 30 Sep onwards not released y,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Gayhurst Community School,admin@gayhurst.hackney.sch.uk,general,+44 20 7254 6138,https://www.gayhurst.hackney.sch.uk/,amenity: school,"Gayhurst Road, London",E8 3EN,London,Hackney,18,Available,Fri 2 Oct 20:00 (£98); Fri 9 Oct 20:00 (£98); Fri 16 Oct 20:00 (£98); Fri 23 Oct 20:00 (£98),Fri 2 Oct 20:00 (£98) · 7-a-side · ~£6.97 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
London Fields Lido,london-fields-lido@gll.org,openstreetmap_tag,+44 20 7254 9038,https://www.better.org.uk/leisure-centre/london/hackney/london-fields-lido,leisure: sports centre,"London Fields West Side, London",E8 3EU,London,Hackney,16,Available,Fri 2 Oct 20:00 (£98); Fri 9 Oct 20:00 (£98); Fri 16 Oct 20:00 (£98); Fri 23 Oct 20:00 (£98),Fri 2 Oct 20:00 (£98) · 7-a-side · ~£6.97 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Hoxton Beach,hoxtonhome@gmail.com,freemail,,https://hoxtonbeach.com/,amenity: cafe,"London Fields West Side, London",E8 3EU,London,Hackney,17,Available,Fri 2 Oct 20:00 (£98); Fri 9 Oct 20:00 (£98); Fri 16 Oct 20:00 (£98); Fri 23 Oct 20:00 (£98),Fri 2 Oct 20:00 (£98) · 7-a-side · ~£6.97 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
GYMPODS Dalston,info@gympods.com,openstreetmap_tag,+44 20 4547 3964,https://gympods.com/about/dalston,leisure: fitness centre,"Dalston Square, London",E8 3FS,London,Rosemary Gardens 3G - Islington,18,No availability,No availability: No evening slots listed for full or half pitch on 28-29 Sep. 30 Sep onwards not released y,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Dream Random,info@dreamrandom.com,general,+44 20 7628 6861,https://www.dreamrandom.com/,service,"7, Monohaus, 143 Mare St, London E8 3FW, UK",E8 3FW,London,Hackney,18,Available,Fri 2 Oct 20:00 (£98); Fri 9 Oct 20:00 (£98); Fri 16 Oct 20:00 (£98); Fri 23 Oct 20:00 (£98),Fri 2 Oct 20:00 (£98) · 7-a-side · ~£6.97 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Ramen Space,charlie@ramenclub.com,person_or_other,,https://ramenclub.com/ramen-space,coworking_space,"Unit 6, Sledge Tower, Dalston Square, London E8 3GP, UK",E8 3GP,London,Rosemary Gardens 3G - Islington,18,No availability,No availability: No evening slots listed for full or half pitch on 28-29 Sep. 30 Sep onwards not released y,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Rumble,info@rumble-gym.com,general,+44 20 8063 8404,https://www.rumble.fitness/Dalston,leisure: fitness centre,"Dalston Square, London",E8 3GP,London,Rosemary Gardens 3G - Islington,18,No availability,No availability: No evening slots listed for full or half pitch on 28-29 Sep. 30 Sep onwards not released y,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Turtle Bay,dalston@turtlebay.co.uk,openstreetmap_tag,+44 20 7249 7766,https://www.turtlebay.co.uk/,amenity: restaurant,"Dalston Square, London",E8 3GP,London,Rosemary Gardens 3G - Islington,18,No availability,No availability: No evening slots listed for full or half pitch on 28-29 Sep. 30 Sep onwards not released y,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
The Good Front Room,hello@thegoodfrontroom.co.uk,openstreetmap_tag,+44 20 3978 0209,https://www.thegoodfrontroom.co.uk/,amenity: restaurant,"Dalston Square 1, London",E8 3GU,London,Rosemary Gardens 3G - Islington,18,No availability,No availability: No evening slots listed for full or half pitch on 28-29 Sep. 30 Sep onwards not released y,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Grant Colson Financial Planning,info@grantcolson.co.uk,general,,https://www.grantcolson.co.uk/,finance,"Mare St, Studios, London E8 3JS, UK",E8 3JS,London,Hackney,14,Available,Fri 2 Oct 20:00 (£98); Fri 9 Oct 20:00 (£98); Fri 16 Oct 20:00 (£98); Fri 23 Oct 20:00 (£98),Fri 2 Oct 20:00 (£98) · 7-a-side · ~£6.97 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
